month_period,store_id,category,brand,gender,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,month_date,year,month,quarter,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
2021-12,CP001,Women,Emerald,Women,615,3982.810819672131,0.0,2350059.47,512,42,1,6,0,8,26.0,30.0,22.692307692307693,2021-12-01,2021,12,4,518.0,486.0,501.3333333333333,471.8333333333333,0.0,32.0,29.5
2022-01,CP001,Women,Emerald,Women,400,4029.096111111111,0.0,1427138.6,339,37,0,0,10,10,6.0,15.0,12.5,2022-01-01,2022,1,1,615.0,566.5,529.0,491.0,381.0,48.5,38.0
2022-02,CP001,Women,Emerald,Women,376,4207.565957446809,0.0,1443851.79,321,33,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,400.0,507.5,511.0,491.6666666666667,371.0,-107.5,19.333333333333314
2022-03,CP001,Women,Emerald,Women,465,3634.9110344827586,0.0,1610007.17,399,36,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,376.0,388.0,463.6666666666667,482.5,466.0,-12.0,-18.833333333333314
2022-04,CP001,Women,Emerald,Women,588,4412.526071428571,0.0,2491921.85,501,39,2,9,0,9,7.0,25.0,15.714285714285714,2022-04-01,2022,4,2,465.0,420.5,413.6666666666667,471.3333333333333,456.0,44.5,-57.66666666666663
2022-05,CP001,Women,Emerald,Women,499,4159.389508196721,0.0,2004362.63,422,40,2,1,0,9,4.0,15.0,11.25,2022-05-01,2022,5,2,588.0,526.5,476.3333333333333,493.6666666666667,514.0,61.5,-17.33333333333337
2022-06,CP001,Women,Emerald,Women,544,4256.644776119403,0.0,2186292.84,457,43,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,499.0,543.5,517.3333333333334,490.5,500.0,-44.5,26.83333333333337
2022-07,CP001,Women,Emerald,Women,343,4076.2906,0.0,1270604.48,282,33,0,0,0,10,9.0,20.0,15.555555555555555,2022-07-01,2022,7,3,544.0,521.5,543.6666666666666,478.6666666666667,396.0,22.5,64.99999999999994
2022-08,CP001,Women,Emerald,Women,398,3775.4055102040816,0.0,1370110.6300000001,344,36,0,0,21,8,7.0,20.0,13.571428571428571,2022-08-01,2022,8,3,343.0,443.5,462.0,469.1666666666667,431.0,-100.5,-7.166666666666686
2022-09,CP001,Women,Emerald,Women,427,3884.2785,0.0,1573051.03,355,37,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,398.0,370.5,428.3333333333333,472.8333333333333,532.0,27.5,-44.5
2022-10,CP001,Women,Emerald,Women,492,4046.9390625,0.0,1881998.47,418,42,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,427.0,412.5,389.3333333333333,466.5,454.0,14.5,-77.16666666666669
2022-11,CP001,Women,Emerald,Women,511,3790.3560344827583,0.0,1753895.17,433,35,0,0,0,8,2.0,30.0,25.0,2022-11-01,2022,11,4,492.0,459.5,439.0,450.5,518.0,32.5,-11.5
2022-12,CP001,Women,Emerald,Women,704,4276.9460714285715,0.5357142857142857,2663735.4,608,33,1,6,0,9,17.0,30.0,24.41176470588235,2022-12-01,2022,12,4,511.0,501.5,476.6666666666667,452.5,615.0,9.5,24.166666666666686
2023-01,CP001,Women,Emerald,Women,385,4151.51431372549,0.0,1574829.18,316,28,0,0,10,9,4.0,15.0,12.5,2023-01-01,2023,1,1,704.0,607.5,569.0,479.1666666666667,400.0,96.5,89.83333333333331
2023-02,CP001,Women,Emerald,Women,421,4431.039019607843,0.0,1795712.25,334,37,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,385.0,544.5,533.3333333333334,486.1666666666667,376.0,-159.5,47.166666666666686
2023-03,CP001,Women,Emerald,Women,386,3930.7833333333333,0.0,1438087.29,330,37,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,421.0,403.0,503.3333333333333,490.0,465.0,18.0,13.333333333333314
2023-04,CP001,Women,Emerald,Women,677,4293.8925,0.0,2684768.36,601,39,2,9,0,10,10.0,25.0,16.0,2023-04-01,2023,4,2,386.0,403.5,397.3333333333333,483.1666666666667,588.0,-17.5,-85.83333333333337
2023-05,CP001,Women,Emerald,Women,544,3939.3670588235295,0.22058823529411764,2032915.63,470,42,2,1,0,8,7.0,15.0,14.285714285714286,2023-05-01,2023,5,2,677.0,531.5,494.6666666666667,514.0,499.0,145.5,-19.333333333333314
2023-06,CP001,Women,Emerald,Women,613,3804.068493150685,0.0,2249913.94,527,44,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,544.0,610.5,535.6666666666666,519.5,544.0,-66.5,16.16666666666663
2023-07,CP001,Women,Emerald,Women,401,3992.8771739130434,0.0,1469465.6,343,35,0,0,0,10,11.0,20.0,12.727272727272727,2023-07-01,2023,7,3,613.0,578.5,611.3333333333334,504.3333333333333,343.0,34.5,107.00000000000006
2023-08,CP001,Women,Emerald,Women,441,3799.724833333333,0.0,1563940.5,379,42,0,0,21,8,13.0,20.0,16.153846153846153,2023-08-01,2023,8,3,401.0,507.0,519.3333333333334,507.0,398.0,-106.0,12.333333333333371
2023-09,CP001,Women,Emerald,Women,489,4406.423114754099,0.0,2048424.33,407,38,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,441.0,421.0,485.0,510.3333333333333,427.0,20.0,-25.333333333333314
2023-10,CP001,Women,Emerald,Women,525,4106.89064516129,0.0,1975099.33,443,35,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,489.0,465.0,443.6666666666667,527.5,492.0,24.0,-83.83333333333331
2023-11,CP001,Women,Emerald,Women,397,3922.6090384615386,0.0,1454278.9,338,37,0,0,0,8,8.0,30.0,25.0,2023-11-01,2023,11,4,525.0,507.0,485.0,502.1666666666667,511.0,18.0,-17.166666666666686
2023-12,CP001,Women,Emerald,Women,650,3927.622372881356,0.0,2564654.21,543,40,1,6,0,10,11.0,25.0,20.454545454545453,2023-12-01,2023,12,4,397.0,461.0,470.3333333333333,477.6666666666667,704.0,-64.0,-7.333333333333371
2024-01,CP001,Women,Emerald,Women,372,4126.022549019608,0.0,1477497.09,313,34,0,0,10,8,7.0,15.0,12.857142857142858,2024-01-01,2024,1,1,650.0,523.5,524.0,483.8333333333333,385.0,126.5,40.166666666666686
2024-02,CP001,Women,Emerald,Women,466,4087.122835820895,0.0,1866802.08,395,41,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,372.0,511.0,473.0,479.0,421.0,-139.0,-6.0
2024-03,CP001,Women,Emerald,Women,505,3983.0142424242426,0.0,1868947.8599999999,442,38,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,466.0,419.0,496.0,483.1666666666667,386.0,47.0,12.833333333333314
2024-04,CP001,Women,Emerald,Women,520,4162.257719298245,0.17543859649122806,2096140.98,451,39,2,9,0,8,10.0,25.0,18.0,2024-04-01,2024,4,2,505.0,485.5,447.6666666666667,485.8333333333333,677.0,19.5,-38.16666666666663
2024-05,CP001,Women,Emerald,Women,405,4333.9775,0.0,1715002.93,350,36,2,1,0,8,4.0,15.0,12.5,2024-05-01,2024,5,2,520.0,512.5,497.0,485.0,544.0,7.5,12.0
2024-06,CP001,Women,Emerald,Women,467,4491.918490566038,0.0,1849356.1199999999,399,36,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,405.0,462.5,476.6666666666667,486.3333333333333,613.0,-57.5,-9.666666666666629
2024-07,CP001,Women,Emerald,Women,488,3720.3759322033898,0.0,1696189.4,407,39,0,0,0,8,9.0,20.0,15.0,2024-07-01,2024,7,3,467.0,436.0,464.0,455.8333333333333,401.0,31.0,8.166666666666686
2024-08,CP001,Women,Emerald,Women,442,3803.853090909091,0.45454545454545453,1585731.91,365,33,0,0,21,9,12.0,20.0,15.833333333333334,2024-08-01,2024,8,3,488.0,477.5,453.3333333333333,475.1666666666667,441.0,10.5,-21.83333333333337
2024-09,CP001,Women,Emerald,Women,517,3841.7420634920636,0.0,1904658.61,426,44,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,442.0,465.0,465.6666666666667,471.1666666666667,489.0,-23.0,-5.5
2024-10,CP001,Women,Emerald,Women,426,4239.950545454545,0.0,1625356.68,363,32,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,517.0,479.5,482.3333333333333,473.1666666666667,525.0,37.5,9.166666666666629
2024-11,CP001,Women,Emerald,Women,484,3903.8520689655174,0.0,1739114.64,407,43,0,0,0,9,4.0,30.0,23.75,2024-11-01,2024,11,4,426.0,471.5,461.6666666666667,457.5,397.0,-45.5,4.166666666666686
2024-12,CP001,Women,Emerald,Women,645,4141.008032786885,0.0,2335415.2600000002,552,39,1,6,0,9,18.0,30.0,21.11111111111111,2024-12-01,2024,12,4,484.0,455.0,475.6666666666667,470.6666666666667,650.0,29.0,5.0
2025-01,CP001,Women,Emerald,Women,542,3856.7355555555555,0.15873015873015872,1992450.02,455,43,0,0,10,8,11.0,15.0,12.727272727272727,2025-01-01,2025,1,1,645.0,564.5,518.3333333333334,500.3333333333333,372.0,80.5,18.000000000000057
2025-02,CP001,Women,Emerald,Women,389,4395.628823529412,0.0,1591460.03,320,34,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,542.0,593.5,557.0,509.3333333333333,466.0,-51.5,47.666666666666686
2025-03,CP001,Women,Emerald,Women,543,4268.6449999999995,0.0,2303955.29,449,40,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,389.0,465.5,525.3333333333334,500.5,505.0,-76.5,24.83333333333337
2025-04,CP001,Women,Emerald,Women,560,4301.941481481482,0.0,2217440.16,477,35,2,9,0,8,9.0,25.0,18.88888888888889,2025-04-01,2025,4,2,543.0,466.0,491.3333333333333,504.8333333333333,520.0,77.0,-13.5
2025-05,CP001,Women,Emerald,Women,413,4088.953571428571,0.0,1668371.12,353,39,2,1,0,9,7.0,15.0,13.571428571428571,2025-05-01,2025,5,2,560.0,551.5,497.3333333333333,527.1666666666666,405.0,8.5,-29.833333333333314
2025-06,CP001,Women,Emerald,Women,362,4349.56,0.0,1547925.8,308,37,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,413.0,486.5,505.3333333333333,515.3333333333334,467.0,-73.5,-10.000000000000057
2025-07,CP001,Women,Emerald,Women,427,4116.635,0.0,1683785.06,363,35,0,0,0,8,9.0,20.0,16.11111111111111,2025-07-01,2025,7,3,362.0,387.5,445.0,468.1666666666667,488.0,-25.5,-23.166666666666686
2025-08,CP001,Women,Emerald,Women,517,4026.721896551724,0.0,2090447.5,432,36,0,0,21,10,8.0,20.0,15.625,2025-08-01,2025,8,3,427.0,394.5,400.6666666666667,449.0,442.0,32.5,-48.333333333333314
2025-09,CP001,Women,Emerald,Women,411,4313.9457627118645,0.0,1697349.0699999998,348,35,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,517.0,472.0,435.3333333333333,470.3333333333333,517.0,45.0,-35.0
2025-10,CP001,Women,Emerald,Women,480,4042.871451612903,0.0,1824488.89,411,36,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,411.0,464.0,451.6666666666667,448.3333333333333,426.0,-53.0,3.3333333333333712
2025-11,CP001,Women,Emerald,Women,501,3889.9348333333332,0.0,1967808.0999999999,407,39,0,0,0,10,9.0,30.0,24.444444444444443,2025-11-01,2025,11,4,480.0,445.5,469.3333333333333,435.0,484.0,34.5,34.333333333333314
2025-12,CP001,Women,Emerald,Women,653,4144.44,0.0,2562498.03,564,39,1,6,0,8,18.0,30.0,21.11111111111111,2025-12-01,2025,12,4,501.0,490.5,464.0,449.6666666666667,645.0,10.5,14.333333333333314
2021-01,CP001,Women,Hustle,Women,475,3705.796612903226,0.16129032258064516,1774794.82,392,37,0,0,10,10,6.0,15.0,12.5,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP001,Women,Hustle,Women,325,3534.578048780488,0.0,1141040.1,264,30,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,475.0,0.0,0.0,0.0,0.0,475.0,0.0
2021-03,CP001,Women,Hustle,Women,328,3941.390576923077,0.0,1263888.88,271,34,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,325.0,400.0,0.0,0.0,0.0,-75.0,0.0
2021-04,CP001,Women,Hustle,Women,495,3749.5144444444445,1.0185185185185186,2066882.59,415,35,2,9,0,8,14.0,25.0,18.571428571428573,2021-04-01,2021,4,2,328.0,326.5,376.0,0.0,0.0,1.5,376.0
2021-05,CP001,Women,Hustle,Women,366,3305.6811666666667,0.0,1086405.8,310,39,2,1,0,10,8.0,15.0,15.0,2021-05-01,2021,5,2,495.0,411.5,382.6666666666667,0.0,0.0,83.5,382.6666666666667
2021-06,CP001,Women,Hustle,Women,446,3431.5414285714287,0.0,1492680.19,370,35,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,366.0,430.5,396.3333333333333,0.0,0.0,-64.5,396.3333333333333
2021-07,CP001,Women,Hustle,Women,299,3800.398431372549,0.0,1185379.42,259,35,0,0,0,9,9.0,20.0,17.22222222222222,2021-07-01,2021,7,3,446.0,406.0,435.6666666666667,405.8333333333333,0.0,40.0,29.83333333333337
2021-08,CP001,Women,Hustle,Women,368,3627.346724137931,0.25862068965517243,1423627.44,302,31,0,0,21,9,11.0,20.0,15.0,2021-08-01,2021,8,3,299.0,372.5,370.3333333333333,376.5,0.0,-73.5,-6.166666666666686
2021-09,CP001,Women,Hustle,Women,381,3676.7203703703703,0.0,1469854.3,316,33,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,368.0,333.5,371.0,383.6666666666667,0.0,34.5,-12.666666666666686
2021-10,CP001,Women,Hustle,Women,292,3786.71,0.0,1106993.59,234,32,1,0,0,10,0.0,0.0,0.0,2021-10-01,2021,10,4,381.0,374.5,349.3333333333333,392.5,0.0,6.5,-43.166666666666686
2021-11,CP001,Women,Hustle,Women,366,3739.157894736842,0.0,1578463.04,311,33,0,0,0,8,7.0,30.0,24.285714285714285,2021-11-01,2021,11,4,292.0,336.5,347.0,358.6666666666667,0.0,-44.5,-11.666666666666686
2021-12,CP001,Women,Hustle,Women,492,3636.1024528301887,0.2830188679245283,1652321.1,422,32,1,6,0,8,18.0,30.0,24.166666666666668,2021-12-01,2021,12,4,366.0,329.0,346.3333333333333,358.6666666666667,0.0,37.0,-12.333333333333371
2022-01,CP001,Women,Hustle,Women,339,3326.7445614035087,0.0,1092206.94,280,34,0,0,10,10,7.0,15.0,12.142857142857142,2022-01-01,2022,1,1,492.0,429.0,383.3333333333333,366.3333333333333,475.0,63.0,17.0
2022-02,CP001,Women,Hustle,Women,323,3837.509111111111,0.0,1332280.13,278,32,1,0,0,8,0.0,0.0,0.0,2022-02-01,2022,2,1,339.0,415.5,399.0,373.0,325.0,-76.5,26.0
2022-03,CP001,Women,Hustle,Women,409,3716.9215789473683,0.0,1593555.02,346,37,0,0,0,8,0.0,0.0,0.0,2022-03-01,2022,3,1,323.0,331.0,384.6666666666667,365.5,328.0,-8.0,19.166666666666686
2022-04,CP001,Women,Hustle,Women,365,3392.0657142857144,0.0,1177997.58,305,28,2,9,0,9,11.0,25.0,19.545454545454547,2022-04-01,2022,4,2,409.0,366.0,357.0,370.1666666666667,495.0,43.0,-13.166666666666686
2022-05,CP001,Women,Hustle,Women,433,3895.439047619048,0.0,1720201.31,357,34,2,1,0,9,3.0,15.0,11.666666666666666,2022-05-01,2022,5,2,365.0,387.0,365.6666666666667,382.3333333333333,366.0,-22.0,-16.66666666666663
2022-06,CP001,Women,Hustle,Women,314,3358.5515094339626,0.0,1088805.4,256,33,1,0,0,8,0.0,0.0,0.0,2022-06-01,2022,6,2,433.0,399.0,402.3333333333333,393.5,446.0,34.0,8.833333333333314
2022-07,CP001,Women,Hustle,Women,367,3480.178448275862,0.0,1225834.86,315,36,0,0,0,10,9.0,15.0,13.88888888888889,2022-07-01,2022,7,3,314.0,373.5,370.6666666666667,363.8333333333333,299.0,-59.5,6.833333333333371
2022-08,CP001,Women,Hustle,Women,364,3256.1529824561403,0.0,1197256.67,305,35,0,0,21,8,12.0,20.0,14.166666666666666,2022-08-01,2022,8,3,367.0,340.5,371.3333333333333,368.5,368.0,26.5,2.8333333333333144
2022-09,CP001,Women,Hustle,Women,354,3646.5317999999997,0.0,1446076.73,292,30,0,0,5,8,0.0,0.0,0.0,2022-09-01,2022,9,3,364.0,365.5,348.3333333333333,375.3333333333333,381.0,-1.5,-27.0
2022-10,CP001,Women,Hustle,Women,371,3429.123,0.0,1362367.75,322,32,1,0,0,10,0.0,0.0,0.0,2022-10-01,2022,10,4,354.0,359.0,361.6666666666667,366.1666666666667,292.0,-5.0,-4.5
2022-11,CP001,Women,Hustle,Women,444,3413.404406779661,0.423728813559322,1646632.96,378,36,0,0,0,8,6.0,30.0,26.666666666666668,2022-11-01,2022,11,4,371.0,362.5,363.0,367.1666666666667,366.0,8.5,-4.166666666666686
2022-12,CP001,Women,Hustle,Women,618,3188.556065573771,0.4918032786885246,2075576.35,523,40,1,6,0,9,16.0,30.0,23.4375,2022-12-01,2022,12,4,444.0,407.5,389.6666666666667,369.0,492.0,36.5,20.666666666666686
2023-01,CP001,Women,Hustle,Women,407,3258.9396428571426,0.26785714285714285,1458288.1099999999,335,34,0,0,10,9,11.0,15.0,12.727272727272727,2023-01-01,2023,1,1,618.0,531.0,477.6666666666667,419.6666666666667,339.0,87.0,58.0
2023-02,CP001,Women,Hustle,Women,347,3712.525111111111,0.0,1437289.34,300,34,1,0,0,8,0.0,0.0,0.0,2023-02-01,2023,2,1,407.0,512.5,489.6666666666667,426.3333333333333,323.0,-105.5,63.33333333333337
2023-03,CP001,Women,Hustle,Women,419,3994.9755172413793,0.0,1886125.82,345,36,0,0,0,8,0.0,0.0,0.0,2023-03-01,2023,3,1,347.0,377.0,457.3333333333333,423.5,409.0,-30.0,33.833333333333314
2023-04,CP001,Women,Hustle,Women,443,3649.6415217391304,0.0,1528801.46,367,32,2,9,0,10,5.0,25.0,18.0,2023-04-01,2023,4,2,419.0,383.0,391.0,434.3333333333333,365.0,36.0,-43.333333333333314
2023-05,CP001,Women,Hustle,Women,333,3370.070652173913,0.0,1112072.22,276,29,2,1,0,8,5.0,15.0,12.0,2023-05-01,2023,5,2,443.0,431.0,403.0,446.3333333333333,433.0,12.0,-43.333333333333314
2023-06,CP001,Women,Hustle,Women,487,3554.877931034483,0.0,1841277.29,410,35,1,0,0,8,0.0,0.0,0.0,2023-06-01,2023,6,2,333.0,388.0,398.3333333333333,427.8333333333333,314.0,-55.0,-29.5
2023-07,CP001,Women,Hustle,Women,456,3667.776376811594,0.0,1702688.3,377,36,0,0,0,10,15.0,20.0,14.666666666666666,2023-07-01,2023,7,3,487.0,410.0,421.0,406.0,367.0,77.0,15.0
2023-08,CP001,Women,Hustle,Women,298,3866.9376744186047,0.0,1144864.52,247,28,0,0,21,8,6.0,20.0,13.333333333333334,2023-08-01,2023,8,3,456.0,471.5,425.3333333333333,414.1666666666667,364.0,-15.5,11.166666666666629
2023-09,CP001,Women,Hustle,Women,284,3621.278604651163,0.0,1006207.86,241,33,0,0,5,9,0.0,0.0,0.0,2023-09-01,2023,9,3,298.0,377.0,413.6666666666667,406.0,354.0,-79.0,7.666666666666686
2023-10,CP001,Women,Hustle,Women,344,3267.1232727272727,0.0,1154568.26,284,37,1,0,0,9,0.0,0.0,0.0,2023-10-01,2023,10,4,284.0,291.0,346.0,383.5,371.0,-7.0,-37.5
2023-11,CP001,Women,Hustle,Women,344,3466.5297916666664,0.0,1200978.8499999999,284,30,0,0,0,8,5.0,30.0,24.0,2023-11-01,2023,11,4,344.0,314.0,308.6666666666667,367.0,444.0,30.0,-58.333333333333314
2023-12,CP001,Women,Hustle,Women,506,3600.7097777777776,0.0,1776438.95,442,35,1,6,0,10,14.0,30.0,24.285714285714285,2023-12-01,2023,12,4,344.0,344.0,324.0,368.8333333333333,618.0,0.0,-44.833333333333314
2024-01,CP001,Women,Hustle,Women,387,3568.438979591837,0.0,1552736.13,326,33,0,0,10,8,4.0,15.0,12.5,2024-01-01,2024,1,1,506.0,425.0,398.0,372.0,407.0,81.0,26.0
2024-02,CP001,Women,Hustle,Women,363,3723.9046938775514,0.0,1363027.72,296,33,1,0,0,8,0.0,0.0,0.0,2024-02-01,2024,2,1,387.0,446.5,412.3333333333333,360.5,347.0,-59.5,51.833333333333314
2024-03,CP001,Women,Hustle,Women,477,3497.531875,0.0,1774412.19,400,39,0,0,0,10,0.0,0.0,0.0,2024-03-01,2024,3,1,363.0,375.0,418.6666666666667,371.3333333333333,419.0,-12.0,47.33333333333337
2024-04,CP001,Women,Hustle,Women,523,3543.1916071428573,0.17857142857142858,1942861.89,443,33,2,9,0,8,11.0,25.0,18.181818181818183,2024-04-01,2024,4,2,477.0,420.0,409.0,403.5,443.0,57.0,5.5
2024-05,CP001,Women,Hustle,Women,366,3559.9498113207546,0.0,1373707.04,303,32,2,1,0,8,7.0,15.0,10.714285714285714,2024-05-01,2024,5,2,523.0,500.0,454.3333333333333,433.3333333333333,333.0,23.0,21.0
2024-06,CP001,Women,Hustle,Women,467,3862.4289999999996,0.0,1923916.87,396,39,1,0,0,10,0.0,0.0,0.0,2024-06-01,2024,6,2,366.0,444.5,455.3333333333333,437.0,487.0,-78.5,18.333333333333314
2024-07,CP001,Women,Hustle,Women,355,3246.2678846153844,0.38461538461538464,1193149.43,293,33,0,0,0,8,8.0,15.0,12.5,2024-07-01,2024,7,3,467.0,416.5,452.0,430.5,456.0,50.5,21.5
2024-08,CP001,Women,Hustle,Women,408,3539.164705882353,0.19607843137254902,1602559.46,345,32,0,0,21,9,3.0,20.0,15.0,2024-08-01,2024,8,3,355.0,411.0,396.0,425.1666666666667,298.0,-56.0,-29.166666666666686
2024-09,CP001,Women,Hustle,Women,387,3520.686037735849,0.0,1484412.8,323,36,0,0,5,9,0.0,0.0,0.0,2024-09-01,2024,9,3,408.0,381.5,410.0,432.6666666666667,284.0,26.5,-22.666666666666686
2024-10,CP001,Women,Hustle,Women,345,3602.0916071428574,0.0,1231920.5,283,35,1,0,0,8,0.0,0.0,0.0,2024-10-01,2024,10,4,387.0,397.5,383.3333333333333,417.6666666666667,344.0,-10.5,-34.33333333333337
2024-11,CP001,Women,Hustle,Women,361,3712.5934615384613,0.38461538461538464,1366283.58,304,33,0,0,0,9,5.0,30.0,25.0,2024-11-01,2024,11,4,345.0,366.0,380.0,388.0,344.0,-21.0,-8.0
2024-12,CP001,Women,Hustle,Women,417,3451.902888888889,0.3333333333333333,1584765.55,354,28,1,6,0,9,22.0,30.0,21.59090909090909,2024-12-01,2024,12,4,361.0,353.0,364.3333333333333,387.1666666666667,506.0,8.0,-22.83333333333337
2025-01,CP001,Women,Hustle,Women,373,3424.4272222222226,0.0,1314097.31,312,38,0,0,10,8,6.0,15.0,10.833333333333334,2025-01-01,2025,1,1,417.0,389.0,374.3333333333333,378.8333333333333,387.0,28.0,-4.5
2025-02,CP001,Women,Hustle,Women,314,3774.965641025641,0.0,1282151.03,271,26,1,0,0,8,0.0,0.0,0.0,2025-02-01,2025,2,1,373.0,395.0,383.6666666666667,381.8333333333333,363.0,-22.0,1.8333333333333712
2025-03,CP001,Women,Hustle,Women,340,3750.1527450980393,0.0,1244017.49,291,31,0,0,0,10,0.0,0.0,0.0,2025-03-01,2025,3,1,314.0,343.5,368.0,366.1666666666667,477.0,-29.5,1.8333333333333144
2025-04,CP001,Women,Hustle,Women,365,3494.5837500000002,0.0,1291003.71,307,29,2,9,0,8,5.0,25.0,19.0,2025-04-01,2025,4,2,340.0,327.0,342.3333333333333,358.3333333333333,523.0,13.0,-16.0
2025-05,CP001,Women,Hustle,Women,361,3572.3696,0.0,1350332.69,293,31,2,1,0,9,3.0,15.0,11.666666666666666,2025-05-01,2025,5,2,365.0,352.5,339.6666666666667,361.6666666666667,366.0,12.5,-22.0
2025-06,CP001,Women,Hustle,Women,438,3928.155079365079,0.0,1871980.4,372,38,1,0,0,9,0.0,0.0,0.0,2025-06-01,2025,6,2,361.0,363.0,355.3333333333333,361.6666666666667,467.0,-2.0,-6.333333333333371
2025-07,CP001,Women,Hustle,Women,379,3522.5546666666664,0.0,1459718.67,311,36,0,0,0,8,8.0,20.0,16.875,2025-07-01,2025,7,3,438.0,399.5,388.0,365.1666666666667,355.0,38.5,22.833333333333314
2025-08,CP001,Women,Hustle,Women,355,3682.9759999999997,0.0,1333767.21,302,32,0,0,21,10,8.0,20.0,13.75,2025-08-01,2025,8,3,379.0,408.5,392.6666666666667,366.1666666666667,408.0,-29.5,26.5
2025-09,CP001,Women,Hustle,Women,429,3916.360545454546,0.0,1786157.45,379,39,0,0,5,8,0.0,0.0,0.0,2025-09-01,2025,9,3,355.0,367.0,390.6666666666667,373.0,387.0,-12.0,17.666666666666686
2025-10,CP001,Women,Hustle,Women,360,3616.5189090909093,0.0,1335084.67,303,34,1,0,0,8,0.0,0.0,0.0,2025-10-01,2025,10,4,429.0,392.0,387.6666666666667,387.8333333333333,345.0,37.0,-0.16666666666662877
2025-11,CP001,Women,Hustle,Women,460,3772.23537037037,0.0,1795569.93,403,32,0,0,0,10,2.0,30.0,30.0,2025-11-01,2025,11,4,360.0,394.5,381.3333333333333,387.0,361.0,-34.5,-5.666666666666686
2025-12,CP001,Women,Hustle,Women,639,3576.515762711864,0.0,2345457.16,533,36,1,6,0,8,14.0,30.0,22.142857142857142,2025-12-01,2025,12,4,460.0,410.0,416.3333333333333,403.5,417.0,50.0,12.833333333333314
2021-01,CP001,Women,King Street,Women,168,4581.0875,0.0,804445.64,134,17,0,0,10,10,3.0,15.0,13.333333333333334,2021-01-01,2021,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02,CP001,Women,King Street,Women,133,4035.129130434783,0.0,519620.66,113,16,1,0,0,8,0.0,0.0,0.0,2021-02-01,2021,2,1,168.0,0.0,0.0,0.0,0.0,168.0,0.0
2021-03,CP001,Women,King Street,Women,144,3507.382692307692,0.0,567449.66,115,14,0,0,0,8,0.0,0.0,0.0,2021-03-01,2021,3,1,133.0,150.5,0.0,0.0,0.0,-17.5,0.0
2021-04,CP001,Women,King Street,Women,228,3845.368181818182,0.0,876524.09,187,15,2,9,0,8,5.0,25.0,16.0,2021-04-01,2021,4,2,144.0,138.5,148.33333333333334,0.0,0.0,5.5,148.33333333333334
2021-05,CP001,Women,King Street,Women,176,4204.439310344827,0.8620689655172413,786747.05,144,16,2,1,0,10,3.0,15.0,11.666666666666666,2021-05-01,2021,5,2,228.0,186.0,168.33333333333334,0.0,0.0,42.0,168.33333333333334
2021-06,CP001,Women,King Street,Women,146,4289.632692307692,0.0,622830.85,120,18,1,0,0,8,0.0,0.0,0.0,2021-06-01,2021,6,2,176.0,202.0,182.66666666666666,0.0,0.0,-26.0,182.66666666666666
2021-07,CP001,Women,King Street,Women,154,3824.1386666666667,0.0,627534.4199999999,123,18,0,0,0,9,4.0,20.0,18.75,2021-07-01,2021,7,3,146.0,161.0,183.33333333333334,165.83333333333334,0.0,-15.0,17.5
2021-08,CP001,Women,King Street,Women,92,3937.699047619047,0.0,363747.24,81,12,0,0,21,9,3.0,20.0,15.0,2021-08-01,2021,8,3,154.0,150.0,158.66666666666666,163.5,0.0,4.0,-4.833333333333343
2021-09,CP001,Women,King Street,Women,142,4781.374827586207,0.0,683605.59,115,17,0,0,5,8,0.0,0.0,0.0,2021-09-01,2021,9,3,92.0,123.0,130.66666666666666,156.66666666666666,0.0,-31.0,-26.0
